edge_id,source_strut_id,node_u,node_v,phase2b4_automated_review_label,phase2b4_automated_review_status,phase2c_triage_bucket,phase2c_label,phase2c_status,phase2c_confidence_tier,phase2c_reason,phase2c_changed_from_phase2b4,phase2b3_missing_evidence_count,ct_anomaly_rank,ct_missing_material_anomaly_score,occupied_axial_fraction,longest_low_area_gap_fraction,area_mean_voxels2,core_minus_background_contrast,negative_template_residual,bridge_connected_26,threshold_stability_occupied_fraction_range,local_registration_stability_voxels,orientation_key,boundary_bin,spatial_region
E_N005548_N005557,9838,N005548,N005557,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,147,3.7944444444444447,0.0,1.0,0.0,-0.642512077294686,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005548_N006691,11853,N005548,N006691,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,148,3.7944444444444447,0.0,1.0,0.0,-0.9713831478537361,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005551_N005557,9839,N005551,N005557,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,149,3.7944444444444447,0.0,1.0,0.0,-1.0339702760084926,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005551_N005571,9866,N005551,N005571,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,150,3.7944444444444447,0.0,1.0,0.0,-0.8093023255813954,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005551_N006691,11852,N005551,N006691,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,151,3.7944444444444447,0.0,1.0,0.0,-0.9248291571753986,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005551_N006705,11881,N005551,N006705,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,152,3.7944444444444447,0.0,1.0,0.0,-1.4776536312849162,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005565_N005571,9867,N005565,N005571,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,153,3.7944444444444447,0.0,1.0,0.0,-1.6238244514106583,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005565_N005585,9894,N005565,N005585,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,154,3.7944444444444447,0.0,1.0,0.0,-1.0894736842105264,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005565_N006705,11880,N005565,N006705,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,155,3.7944444444444447,0.0,1.0,0.0,-1.089171974522293,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005565_N006719,11909,N005565,N006719,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,156,3.7944444444444447,0.0,1.0,0.0,-1.446808510638298,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005579_N005585,9895,N005579,N005585,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,157,3.7944444444444447,0.0,1.0,0.0,-0.9274447949526814,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N005579_N006719,11908,N005579,N006719,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,158,3.7944444444444447,0.0,1.0,0.0,-1.212707182320442,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006682_N006691,11854,N006682,N006691,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,161,3.7944444444444447,0.0,1.0,0.0,-0.7023255813953488,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006682_N007825,13869,N006682,N007825,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,162,3.7944444444444447,0.0,1.0,0.0,-1.143222506393862,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N006685_N006691,11855,N006685,N006691,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,163,3.7944444444444447,0.0,1.0,0.0,-1.665137614678899,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006685_N006705,11882,N006685,N006705,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,164,3.7944444444444447,0.0,1.0,0.0,-1.1610878661087867,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006685_N007825,13868,N006685,N007825,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,165,3.7944444444444447,0.0,1.0,0.0,-0.6367816091954023,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N006685_N007839,13897,N006685,N007839,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,166,3.7944444444444447,0.0,1.0,0.0,-1.1132075471698113,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N006699_N006705,11883,N006699,N006705,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,167,3.7944444444444447,0.0,1.0,0.0,-1.4542936288088644,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006699_N006719,11910,N006699,N006719,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,168,3.7944444444444447,0.0,1.0,0.0,-0.9768637532133676,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006699_N007839,13896,N006699,N007839,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,169,3.7944444444444447,0.0,1.0,0.0,-0.8475991649269311,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N006699_N007853,13925,N006699,N007853,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,170,3.7944444444444447,0.0,1.0,0.0,-0.9038461538461539,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N006713_N006719,11911,N006713,N006719,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,171,3.7944444444444447,0.0,1.0,0.0,-1.5784313725490196,1.9444444444444444,False,0.0,0.0,ori101,boundary,r021
E_N006713_N007853,13924,N006713,N007853,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,172,3.7944444444444447,0.0,1.0,0.0,-1.5595238095238095,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007816_N007825,13870,N007816,N007825,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,173,3.7944444444444447,0.0,1.0,0.0,-0.6783625730994152,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007816_N008959,15885,N007816,N008959,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,174,3.7944444444444447,0.0,1.0,0.0,-0.7475728155339806,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007819_N007825,13871,N007819,N007825,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,175,3.7944444444444447,0.0,1.0,0.0,-0.9382022471910112,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007819_N007839,13898,N007819,N007839,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,176,3.7944444444444447,0.0,1.0,0.0,-1.2393364928909953,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007819_N008959,15884,N007819,N008959,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,177,3.7944444444444447,0.0,1.0,0.0,-1.286764705882353,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007819_N008973,15913,N007819,N008973,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,178,3.7944444444444447,0.0,1.0,0.0,-1.2272727272727273,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007833_N007839,13899,N007833,N007839,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,179,3.7944444444444447,0.0,1.0,0.0,-1.2644836272040303,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007833_N007853,13926,N007833,N007853,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,180,3.7944444444444447,0.0,1.0,0.0,-1.4187643020594967,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007833_N008973,15912,N007833,N008973,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,181,3.7944444444444447,0.0,1.0,0.0,-1.1405895691609977,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007833_N008987,15941,N007833,N008987,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,182,3.7944444444444447,0.0,1.0,0.0,-1.152112676056338,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007847_N007853,13927,N007847,N007853,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,183,3.7944444444444447,0.0,1.0,0.0,-1.21580547112462,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N007847_N008987,15940,N007847,N008987,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,184,3.7944444444444447,0.0,1.0,0.0,-1.0463414634146342,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008950_N008959,15886,N008950,N008959,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,185,3.7944444444444447,0.0,1.0,0.0,-0.7995824634655533,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008950_N010093,18193,N008950,N010093,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,186,3.7944444444444447,0.0,1.0,0.0,-0.75,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008953_N008959,15887,N008953,N008959,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,187,3.7944444444444447,0.0,1.0,0.0,-0.9168765743073047,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008953_N008973,15914,N008953,N008973,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,188,3.7944444444444447,0.0,1.0,0.0,-1.0776255707762556,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008953_N010093,18192,N008953,N010093,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,189,3.7944444444444447,0.0,1.0,0.0,-0.7222222222222222,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008953_N010107,18225,N008953,N010107,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,190,3.7944444444444447,0.0,1.0,0.0,-0.7165932452276065,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008967_N008973,15915,N008967,N008973,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,192,3.7944444444444447,0.0,1.0,0.0,-1.3309608540925266,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008967_N008987,15942,N008967,N008987,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,193,3.7944444444444447,0.0,1.0,0.0,-1.4239766081871346,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008967_N010107,18224,N008967,N010107,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,194,3.7944444444444447,0.0,1.0,0.0,-0.5824372759856631,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008967_N010121,18257,N008967,N010121,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,195,3.7944444444444447,0.0,1.0,0.0,-0.8231404958677686,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008981_N008987,15943,N008981,N008987,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,196,3.7944444444444447,0.0,1.0,0.0,-1.163323782234957,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N008981_N010121,18256,N008981,N010121,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,197,3.7944444444444447,0.0,1.0,0.0,-1.1854460093896713,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N010084_N010093,18194,N010084,N010093,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,198,3.7944444444444447,0.0,1.0,0.0,-0.05534269902085994,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N010087_N010093,18195,N010087,N010093,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,199,3.7944444444444447,0.0,1.0,0.0,-0.11288604898828541,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N010087_N010107,18226,N010087,N010107,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,200,3.7944444444444447,0.0,1.0,0.0,-0.10638297872340426,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N010101_N010107,18227,N010101,N010107,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,201,3.7944444444444447,0.0,1.0,0.0,-0.13010301411674932,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N010101_N010121,18258,N010101,N010121,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,202,3.7944444444444447,0.0,1.0,0.0,-0.152,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N010115_N010121,18259,N010115,N010121,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,203,3.7944444444444447,0.0,1.0,0.0,-0.2315921963499056,1.9444444444444444,False,0.0,0.0,ori101,boundary,r022
E_N001379_N001506,4665,N001379,N001506,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,moderate_with_boundary_or_stability_caution,second_pass_zero_material_body_despite_bounded_instability,true,6,217,3.6000000000000005,0.0,1.0,0.0,0.37093425605536334,1.6666666666666667,False,0.3333333333333333,2.5,ori110,boundary,r200
E_N001491_N001506,4667,N001491,N001506,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,233,3.5270833333333336,0.0,1.0,0.0,-0.12887053966381598,1.6666666666666667,False,0.041666666666666664,1.7927205139480746,ori110,boundary,r200
E_N003511_N003526,6259,N003511,N003526,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,235,3.5270833333333336,0.0,1.0,0.041666666666666664,-2.103244837758112,1.6666666666666667,False,0.041666666666666664,2.435251277280566,ori110,boundary,r201
E_N001365_N001380,4447,N001365,N001380,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,247,3.485416666666667,0.041666666666666664,0.9583333333333334,0.16666666666666666,-0.05728702879192639,1.6666666666666667,False,0.20833333333333334,1.7089525929808937,ori110,boundary,r200
E_N000251_N000361,651,N000251,N000361,auto_supported_possible_unintended_disconnected,auto_supported_spotcheck_recommended,possible_disconnected_instability_or_evidence_shortfall,phase2c_auto_supported_possible_unintended_disconnected,auto_supported_spotcheck_recommended,high,phase2b4_possible_disconnected_preserved,false,6,256,3.44375,0.041666666666666664,0.9583333333333334,0.5833333333333334,-0.15113570180547467,1.6666666666666667,False,0.041666666666666664,1.4448412342513934,ori110,boundary,r200
E_N000361_N000363,625,N000361,N000363,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_auto_supported_possible_unintended_disconnected,auto_supported_spotcheck_recommended,moderate_with_stability_caution,second_pass_long_gap_and_broken_bridge_despite_bounded_instability,true,6,261,3.4333333333333336,0.08333333333333333,0.9166666666666666,0.9166666666666666,-0.18064358849341786,1.6666666666666667,False,0.3333333333333333,1.1359020194497198,ori110,boundary,r200
E_N000358_N001495,2640,N000358,N001495,auto_supported_possible_unintended_disconnected,auto_supported_spotcheck_recommended,possible_disconnected_instability_or_evidence_shortfall,phase2c_auto_supported_possible_unintended_disconnected,auto_supported_spotcheck_recommended,high,phase2b4_possible_disconnected_preserved,false,5,262,3.4298611111111112,0.125,0.875,0.375,0.007246376811594203,1.7777777777777777,False,0.20833333333333337,1.2597752604859898,ori101,near_boundary,r200
E_N001038_N001063,1857,N001038,N001063,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,281,3.35,0.0,1.0,0.0,-0.009950248756218905,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001043_N001063,1858,N001043,N001063,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,282,3.35,0.0,1.0,0.0,-0.045714285714285714,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001043_N002197,3873,N001043,N002197,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,283,3.35,0.0,1.0,0.0,-0.6652360515021459,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001057_N001063,1859,N001057,N001063,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,286,3.35,0.0,1.0,0.0,-0.1390284757118928,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001057_N001077,1886,N001057,N001077,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,287,3.35,0.0,1.0,0.0,-0.126232741617357,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001057_N002197,3872,N001057,N002197,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,288,3.35,0.0,1.0,0.0,-0.4183168316831683,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001057_N002211,3901,N001057,N002211,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,289,3.35,0.0,1.0,0.0,-0.2557603686635945,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001071_N001077,1887,N001071,N001077,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,292,3.35,0.0,1.0,0.0,-0.06352941176470588,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001071_N001091,1914,N001071,N001091,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,293,3.35,0.0,1.0,0.0,-0.13793103448275862,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001071_N002211,3900,N001071,N002211,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,294,3.35,0.0,1.0,0.0,-0.6925,1.5,False,0.0,0.0,ori101,boundary,r120
E_N001085_N002225,3928,N001085,N002225,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,298,3.35,0.0,1.0,0.0,-0.7240618101545254,1.5,False,0.0,0.0,ori101,boundary,r120
E_N002177_N002197,3874,N002177,N002197,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,300,3.35,0.0,1.0,0.0,-0.17548076923076922,1.5,False,0.0,0.0,ori101,boundary,r120
E_N002177_N003331,5889,N002177,N003331,auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,possible_missing_boundary,phase2c_auto_supported_possible_unintended_missing,auto_supported_spotcheck_recommended,high,phase2b4_possible_missing_preserved,false,7,301,3.35,0.0,1.0,0.0,-0.33602150537634407,1.5,False,0.0,0.0,ori101,boundary,r120
